PaymentID,VendorID,VendorName,InvoiceNumber,InvoiceDate,DueDate,PaymentDate,PaymentAmount,PaymentMethod,Currency,InvoiceCategory,Comments,DiscountPercentage,CommentSentiment,Industry
8960,26,Martin PLC,INV7621,2023-12-14,2024-01-28,2024-01-28,9212.24,ACH,EUR,Consulting,Hit perform outside when special quality.,2.89,-0.12,Consulting
8961,5,"Wright, Wilson and Thomas",INV9746,2023-05-14,2023-06-23,2023-07-03,12672.49,Credit Card,GBP,Goods,Radio particular never age strategy fill bar.,3.67,0.4,Healthcare
8962,15,Gordon-Morris,INV5210,2023-01-15,2023-03-16,2023-03-16,6656.21,Credit Card,EUR,Consulting,Series be great nor their sound find.,3.71,0.8,Retail
8963,54,Hawkins PLC,INV0813,2024-03-27,2024-04-26,2024-04-26,5458.4,Wire Transfer,GBP,Services,Choice free sign.,0.0,0.62,Consulting
8964,74,Wood Inc,INV1072,2023-08-22,2023-09-26,2023-09-26,5757.65,Check,EUR,Services,Program process kitchen town.,1.54,-0.7,IT Services
8965,89,Beasley-Sanchez,INV3184,2023-08-29,2023-11-02,2023-11-02,9152.58,Credit Card,GBP,Consulting,Father answer against.,4.82,-0.8,Manufacturing
8966,37,Hoover and Sons,INV1966,2024-01-21,2024-03-21,2024-03-21,11785.68,Credit Card,USD,Consulting,Ok attorney against within friend.,0.0,0.28,IT Services
8967,82,Thomas-Smith,INV4576,2023-07-19,2023-09-22,2023-09-22,7646.02,Check,GBP,Services,Growth pass great today hope charge.,1.21,-0.56,Retail
8968,47,Roach Ltd,INV6972,2023-12-28,2024-02-21,2024-02-29,2169.12,Wire Transfer,USD,Services,Attention him federal chair thought such ground break.,1.13,-0.27,Consulting
8969,82,Thomas-Smith,INV0532,2023-08-21,2023-10-15,2023-10-15,5657.59,Wire Transfer,EUR,Services,Explain fine sort right simple pattern do key.,5.0,0.05,Retail
8970,7,Doyle LLC,INV7529,2023-03-12,2023-05-01,2023-05-01,14478.77,Credit Card,GBP,Goods,Share forget sign serious.,4.76,-0.5,IT Services
8971,4,"Sanchez, Hopkins and Burns",INV4498,2024-02-21,2024-04-21,2024-04-25,10768.62,Wire Transfer,EUR,Services,Coach society particularly able report.,0.0,-0.05,Consulting
8972,47,Roach Ltd,INV6819,2023-02-24,2023-04-25,2023-04-25,11742.51,Check,USD,Goods,Before environmental federal task government require view sea.,0.0,0.04,Consulting
8973,92,Cortez PLC,INV8507,2023-08-06,2023-10-10,2023-10-10,7678.97,Wire Transfer,EUR,Goods,Majority stage order plant series maybe.,0.0,-0.54,Consulting
8974,47,Roach Ltd,INV9379,2023-10-12,2023-12-16,2023-12-16,4551.56,ACH,USD,Goods,Win mission respond leave.,2.37,-0.31,Consulting
8975,95,"Young, Lee and Pacheco",INV3281,2024-01-19,2024-03-19,2024-03-26,14049.0,Check,GBP,Goods,Strategy leader thank visit both but body.,1.44,0.16,Manufacturing
8976,79,"Brady, Edwards and Jenkins",INV1270,2023-02-03,2023-03-30,2023-04-07,5680.63,Check,EUR,Consulting,Tonight enough fall service.,0.0,0.08,Consulting
8977,86,Reed LLC,INV4474,2023-01-24,2023-02-23,2023-03-07,3985.14,Credit Card,EUR,Consulting,Themselves family model above talk quite.,0.0,0.3,Retail
8978,70,"Knight, Wilson and Pennington",INV7889,2024-02-05,2024-03-21,2024-03-21,12704.0,ACH,USD,Services,Decision tonight here tree report.,4.64,-0.33,Healthcare
8979,60,Stein LLC,INV2627,2023-07-02,2023-08-11,2023-08-18,16487.64,Wire Transfer,EUR,Goods,Between short pretty rate rock cause.,1.37,-0.74,Manufacturing
8980,38,Kelly-Coleman,INV6073,2023-04-30,2023-07-04,2023-07-04,13093.81,ACH,USD,Services,Training Democrat I become.,0.0,0.59,Manufacturing
8981,86,Reed LLC,INV2756,2023-09-10,2023-10-10,2023-10-10,6054.43,ACH,USD,Services,On former message woman.,0.0,-0.08,Retail
8982,94,"Smith, Owen and Barry",INV0457,2023-04-12,2023-05-17,2023-05-17,7220.69,Credit Card,USD,Goods,Order indeed itself culture.,3.71,-0.91,Manufacturing
8983,51,Booth-Rojas,INV9463,2023-06-29,2023-07-29,2023-08-06,1243.52,Wire Transfer,USD,Services,Rock school institution medical mention reduce special explain.,3.87,0.11,Retail
8984,86,Reed LLC,INV6392,2023-05-10,2023-06-09,2023-06-09,4328.5,ACH,EUR,Goods,Military trial imagine.,2.99,-0.63,Retail
8985,34,Scott-Butler,INV2936,2023-01-13,2023-02-17,2023-02-17,4399.05,Credit Card,USD,Goods,Under young reduce detail very us.,0.0,0.21,Retail
8986,13,"Faulkner, Mccormick and English",INV6757,2023-09-27,2023-10-22,2023-10-22,12714.96,Check,EUR,Services,History explain with necessary.,3.79,0.85,Manufacturing
8987,32,West Inc,INV0990,2023-12-02,2023-12-27,2024-01-02,7996.43,ACH,USD,Goods,Class fall peace fall window listen within.,0.0,-0.24,IT Services
8988,87,"Brewer, Oliver and Cruz",INV0971,2023-02-12,2023-03-24,2023-03-24,9357.86,Credit Card,USD,Services,Skill that husband start.,4.92,-0.63,Consulting
8989,28,Huynh Inc,INV8285,2023-12-08,2024-01-17,2024-01-17,19369.48,Wire Transfer,EUR,Services,Old wall unit loss this forward.,2.74,0.23,Manufacturing
8990,87,"Brewer, Oliver and Cruz",INV4560,2023-10-16,2023-12-05,2023-12-05,10349.38,Check,USD,Consulting,Stuff page might.,1.71,-0.52,Consulting
8991,4,"Sanchez, Hopkins and Burns",INV8627,2023-05-14,2023-07-13,2023-07-13,8468.7,Check,GBP,Consulting,Still leg natural development toward customer agreement Republican.,0.0,0.59,Consulting
8992,44,Rose Inc,INV4296,2023-03-03,2023-04-07,2023-04-07,7814.5,Wire Transfer,EUR,Consulting,Want effort right operation make likely race experience.,1.68,0.92,Consulting
8993,89,Beasley-Sanchez,INV9037,2023-05-16,2023-07-15,2023-07-15,9602.82,ACH,EUR,Services,Collection even third back entire left first.,0.0,0.5,Manufacturing
8994,98,"King, Clarke and Sanchez",INV8314,2023-05-08,2023-07-07,2023-07-13,12728.89,ACH,GBP,Consulting,Rock window they high site hot.,0.0,0.2,Healthcare
8995,72,"Conner, Smith and Simon",INV1476,2023-06-01,2023-06-26,2023-06-26,5748.81,ACH,USD,Goods,Save night artist similar.,3.3,0.42,Retail
8996,61,Cunningham-Howard,INV7478,2023-04-17,2023-06-21,2023-06-21,6531.71,Wire Transfer,EUR,Services,Knowledge since special while draw.,0.0,-0.55,Healthcare
8997,65,Mendoza-Burke,INV6984,2023-09-06,2023-10-16,2023-10-23,5278.86,Check,GBP,Goods,We could arm crime word.,0.0,0.17,Manufacturing
8998,18,"Gutierrez, Kennedy and White",INV6413,2023-12-13,2024-01-22,2024-01-22,7934.64,Check,USD,Services,Easy soldier laugh capital box of.,0.0,-0.5,IT Services
8999,11,"Orr, Mckinney and Meyer",INV7438,2023-12-25,2024-01-19,2024-01-19,16436.65,Check,GBP,Goods,Role fast long.,2.29,0.78,Healthcare
9000,24,"Mason, Greene and Hubbard",INV9091,2023-01-27,2023-03-08,2023-03-08,4657.34,Wire Transfer,GBP,Goods,Skill hour ground trial.,4.68,-0.66,Retail
9001,88,Thomas-Hicks,INV9668,2023-07-29,2023-10-02,2023-10-02,19482.21,Credit Card,USD,Consulting,Station education trip street major space opportunity.,0.0,0.35,Manufacturing
9002,42,Marshall and Sons,INV3237,2023-12-06,2024-01-20,2024-01-20,13779.12,ACH,EUR,Goods,The economic home choose.,2.47,-0.83,Healthcare
9003,9,Alexander Ltd,INV2817,2023-04-08,2023-05-08,2023-05-08,4035.21,Check,USD,Services,Evidence whatever whether pick however.,4.63,-0.19,Retail
9004,59,Barnes-Hall,INV9989,2023-06-04,2023-07-24,2023-07-27,7987.7,Wire Transfer,USD,Goods,And whatever state catch bill.,0.0,-0.96,Consulting
9005,91,Hall Group,INV7149,2023-06-25,2023-08-14,2023-08-14,5725.51,Wire Transfer,GBP,Consulting,Task else force cut.,0.0,-0.99,Retail
9006,96,Bishop and Sons,INV0232,2023-03-21,2023-04-25,2023-04-25,12953.79,Check,GBP,Consulting,Region center develop represent game room.,1.6,0.48,Manufacturing
9007,73,"Mckinney, Lloyd and Davis",INV6230,2023-06-14,2023-07-24,2023-07-24,12973.84,Check,EUR,Consulting,Stuff establish such mother white class.,0.0,0.24,Manufacturing
9008,45,Anderson-Dawson,INV2092,2023-03-10,2023-05-14,2023-05-14,11894.53,Credit Card,EUR,Goods,Part long really music.,4.56,0.85,Consulting
9009,65,Mendoza-Burke,INV9578,2023-11-30,2024-01-14,2024-01-14,6028.08,Check,GBP,Services,Hot ground car moment big.,3.76,0.57,Manufacturing
9010,32,West Inc,INV9996,2023-03-06,2023-04-05,2023-04-05,9724.1,Check,USD,Consulting,Whole position white item also protect free.,0.0,0.29,IT Services
9011,90,Lara PLC,INV8876,2023-01-15,2023-02-09,2023-02-13,9407.37,Wire Transfer,USD,Goods,Top type believe indeed again.,3.99,0.95,IT Services
9012,9,Alexander Ltd,INV0714,2023-01-29,2023-02-23,2023-02-23,5709.2,Credit Card,EUR,Goods,Computer take sport.,0.0,0.3,Retail
9013,23,Thompson LLC,INV4771,2023-10-23,2023-12-02,2023-12-02,3598.15,Check,USD,Services,Red kind provide during speak nothing wide child.,0.0,-0.7,Consulting
9014,42,Marshall and Sons,INV8534,2023-10-10,2023-11-24,2023-11-24,4246.96,ACH,EUR,Consulting,Name bad reflect participant.,2.7,0.05,Healthcare
9015,75,White-Thomas,INV9482,2023-03-10,2023-05-04,2023-05-04,17001.58,ACH,USD,Services,Player our structure institution decision.,1.67,-0.74,Healthcare
9016,6,"Suarez, Cherry and Ramirez",INV2284,2023-02-12,2023-03-19,2023-03-19,1609.53,Wire Transfer,EUR,Services,That remember policy old great enough relate unit.,4.63,0.75,Retail
9017,48,"Smith, Powell and Hernandez",INV9226,2023-09-23,2023-10-18,2023-10-18,6939.89,ACH,EUR,Goods,Better build left blood cause paper item.,3.49,0.57,Retail
9018,8,Campbell-Oliver,INV9965,2023-08-24,2023-09-23,2023-09-30,6026.77,Wire Transfer,EUR,Services,Out floor case while ok.,0.0,-0.82,Retail
9019,88,Thomas-Hicks,INV8637,2023-07-03,2023-08-27,2023-08-27,5082.58,Credit Card,GBP,Services,Husband road answer movement executive identify.,0.0,0.81,Manufacturing
9020,3,Hill Ltd,INV2511,2023-08-04,2023-10-08,2023-10-18,1465.46,Credit Card,USD,Services,Reflect those change affect set paper.,1.02,0.18,Retail
9021,71,Villarreal-Mckenzie,INV5350,2023-08-08,2023-09-22,2023-09-22,6005.3,Check,USD,Consulting,Fear trial hold between.,0.0,0.9,Retail
9022,22,Avery-Smith,INV9028,2023-07-19,2023-08-18,2023-08-18,7375.39,ACH,USD,Goods,Say city kid speak.,0.0,0.4,Consulting
9023,29,Moore Inc,INV8455,2023-09-30,2023-11-09,2023-11-09,7873.4,Wire Transfer,USD,Goods,Know half service message.,0.0,0.24,Manufacturing
9024,52,Palmer Group,INV3208,2023-01-03,2023-02-02,2023-02-02,19168.42,ACH,GBP,Services,Store stay politics wind rate.,3.12,0.07,Manufacturing
9025,67,"Stein, Melendez and Price",INV9747,2023-07-29,2023-10-02,2023-10-02,9969.56,ACH,USD,Goods,Table professional almost college let region economy.,0.0,0.73,IT Services
9026,69,Mann-Fischer,INV1661,2024-01-29,2024-03-29,2024-04-06,3257.44,ACH,USD,Services,School air past debate.,3.63,0.48,IT Services
9027,3,Hill Ltd,INV7356,2023-02-16,2023-04-17,2023-04-17,6577.49,Check,EUR,Consulting,Sell course have medical deep arrive.,2.41,-0.32,Retail
9028,32,West Inc,INV6248,2024-03-07,2024-04-01,2024-04-05,7799.18,Wire Transfer,USD,Consulting,Go consider analysis source source out door.,2.35,0.6,IT Services
9029,52,Palmer Group,INV6350,2023-06-17,2023-07-17,2023-07-17,7508.56,Wire Transfer,GBP,Goods,Cultural compare up week drug land.,0.0,-0.15,Manufacturing
9030,43,Johnson-Roberts,INV2792,2023-03-25,2023-05-04,2023-05-07,1659.89,Credit Card,USD,Consulting,Statement choice expert decade nation each mouth.,0.0,-0.93,Retail
9031,66,Whitaker and Sons,INV8782,2024-01-06,2024-03-01,2024-03-01,10517.27,Wire Transfer,USD,Goods,Attack serious create community ten shake.,2.62,-0.54,Manufacturing
9032,51,Booth-Rojas,INV4692,2023-12-14,2024-01-18,2024-01-18,4533.96,Wire Transfer,USD,Consulting,Decade president task across culture soldier him recently.,1.44,0.18,Retail
9033,11,"Orr, Mckinney and Meyer",INV4453,2024-02-22,2024-03-18,2024-03-18,8840.31,Check,EUR,Goods,Rock try sign man never fire.,3.67,0.63,Healthcare
9034,81,"Sanchez, Cantu and Collins",INV6314,2023-12-28,2024-02-06,2024-02-06,5426.64,Check,USD,Consulting,Water today a order send language.,0.0,0.37,Healthcare
9035,100,"Walsh, Gomez and Meza",INV8969,2024-01-23,2024-03-23,2024-04-02,12455.32,ACH,USD,Goods,Social within activity great official.,0.0,-0.91,IT Services
9036,33,"Scott, Sanchez and James",INV5138,2023-10-04,2023-11-08,2023-11-08,16220.11,Credit Card,GBP,Consulting,Far television table.,2.01,-0.78,Healthcare
9037,59,Barnes-Hall,INV4675,2023-02-04,2023-03-16,2023-03-16,9113.23,Wire Transfer,USD,Goods,Floor investment particular affect thank.,0.0,0.12,Consulting
9038,66,Whitaker and Sons,INV9732,2023-03-30,2023-05-29,2023-05-30,7827.74,Check,GBP,Goods,Risk seat trade color.,2.63,0.41,Manufacturing
9039,91,Hall Group,INV0614,2024-02-09,2024-03-30,2024-03-30,4046.53,Check,USD,Consulting,Likely among yes traditional.,4.12,-0.79,Retail
9040,11,"Orr, Mckinney and Meyer",INV5728,2024-02-05,2024-03-11,2024-03-11,6927.61,Wire Transfer,EUR,Goods,Everyone final keep material.,3.92,-0.88,Healthcare
9041,58,"Robertson, Mcpherson and Carlson",INV2926,2023-11-20,2024-01-14,2024-01-14,17354.61,Wire Transfer,EUR,Consulting,Seem data she actually today five.,0.0,-0.54,Healthcare
9042,1,Gibson-Patterson,INV0980,2024-01-11,2024-03-16,2024-03-16,8012.5,Check,EUR,Goods,Indicate even itself walk act.,0.0,-0.8,Manufacturing
9043,31,Hayes-Houston,INV8153,2023-11-03,2024-01-07,2024-01-07,8628.26,ACH,USD,Services,Focus police word get.,4.14,-0.9,Manufacturing
9044,50,Ford Inc,INV0834,2023-12-15,2024-01-09,2024-01-09,3969.27,ACH,GBP,Services,Individual resource support growth morning.,0.0,-0.75,Healthcare
9045,57,"Brown, Casey and Morgan",INV6987,2023-11-27,2024-01-31,2024-02-01,13770.44,Wire Transfer,GBP,Services,Door entire any.,0.0,0.54,IT Services
9046,94,"Smith, Owen and Barry",INV1289,2023-12-12,2024-01-06,2024-01-06,8509.26,ACH,GBP,Consulting,For central yard where west reach.,0.0,0.47,Manufacturing
9047,43,Johnson-Roberts,INV6526,2023-06-01,2023-07-11,2023-07-11,7488.19,Credit Card,GBP,Goods,Exactly myself doctor scientist develop.,0.0,0.28,Retail
9048,79,"Brady, Edwards and Jenkins",INV1130,2023-06-14,2023-08-08,2023-08-08,4772.07,ACH,EUR,Services,Modern author under set wonder leave.,1.96,-0.66,Consulting
9049,91,Hall Group,INV6855,2023-01-28,2023-03-14,2023-03-20,7421.08,ACH,EUR,Services,Clearly but hand more almost.,4.27,-0.43,Retail
9050,49,Gamble PLC,INV2195,2023-06-24,2023-08-28,2023-08-28,4928.71,Check,EUR,Goods,Miss sometimes fight.,4.15,-0.26,Retail
9051,63,"Wilson, Arnold and Mcclain",INV0203,2023-03-18,2023-05-22,2023-05-27,8079.05,Wire Transfer,EUR,Consulting,Whom perform cause alone nearly read speech.,4.46,0.32,Consulting
9052,86,Reed LLC,INV7551,2023-11-18,2023-12-23,2023-12-23,5605.76,Check,USD,Goods,Season success whose approach themselves.,3.76,0.7,Retail
9053,26,Martin PLC,INV6344,2023-08-07,2023-09-16,2023-09-16,7940.87,ACH,USD,Goods,Order society phone prove recently relationship financial experience.,4.52,-0.56,Consulting
9054,20,Taylor-Reyes,INV3537,2023-12-17,2024-02-20,2024-02-20,14814.6,Credit Card,USD,Consulting,Pass international Mrs feel.,1.05,-0.44,IT Services
9055,12,Moore-Gamble,INV2003,2023-09-30,2023-11-19,2023-11-24,9313.37,Wire Transfer,USD,Goods,City clearly let difference.,2.53,0.14,Manufacturing
9056,17,Gonzalez LLC,INV5157,2023-05-29,2023-07-18,2023-07-22,11871.51,Credit Card,USD,Services,Order ask begin line quality physical leader.,4.25,-0.59,Consulting
9057,10,"Tucker, Morales and Smith",INV9205,2024-02-06,2024-04-01,2024-04-01,11350.86,Check,EUR,Goods,Peace think her amount meet project realize.,1.66,0.12,Consulting
9058,90,Lara PLC,INV8981,2023-12-08,2024-01-02,2024-01-02,14665.38,Wire Transfer,USD,Services,Red kitchen citizen time find husband.,0.0,-0.19,IT Services
9059,36,Martin PLC,INV0870,2023-02-25,2023-04-06,2023-04-08,10597.65,Wire Transfer,EUR,Services,Upon away full success return.,0.0,0.78,Healthcare
9060,80,"Campbell, Ryan and Ramirez",INV3557,2023-04-10,2023-05-30,2023-06-03,12162.69,Wire Transfer,USD,Consulting,Half follow end serious movement.,0.0,0.14,Healthcare
9061,92,Cortez PLC,INV4629,2023-06-05,2023-08-09,2023-08-09,8115.04,Wire Transfer,USD,Services,Leader stock protect.,4.52,0.42,Consulting
9062,24,"Mason, Greene and Hubbard",INV2363,2023-11-22,2024-01-01,2024-01-01,5868.7,Check,USD,Services,Matter modern spring describe.,0.0,-0.2,Retail
9063,20,Taylor-Reyes,INV6275,2023-12-27,2024-02-25,2024-02-25,12480.64,ACH,EUR,Goods,Dog hold music technology fly like meeting.,0.0,0.89,IT Services
9064,81,"Sanchez, Cantu and Collins",INV1780,2023-09-13,2023-10-23,2023-10-23,3064.78,Check,EUR,Goods,Along positive top.,3.76,0.6,Healthcare
9065,22,Avery-Smith,INV4881,2023-12-10,2024-01-09,2024-01-09,2060.87,Wire Transfer,GBP,Goods,Spring hand hand black.,0.0,-0.59,Consulting
9066,33,"Scott, Sanchez and James",INV6790,2023-05-18,2023-06-17,2023-06-29,10508.83,Check,GBP,Services,Real contain personal only light wait matter.,0.0,-0.61,Healthcare
9067,43,Johnson-Roberts,INV2285,2023-10-02,2023-11-21,2023-11-21,5451.81,Credit Card,EUR,Goods,Pass former discussion including.,2.55,0.77,Retail
9068,53,Martinez and Sons,INV8116,2024-03-21,2024-04-30,2024-04-30,8588.42,Check,GBP,Consulting,Community she single artist glass him.,4.42,0.4,Consulting
9069,86,Reed LLC,INV5070,2023-03-14,2023-04-18,2023-04-26,2379.16,Wire Transfer,GBP,Goods,Nothing artist TV early organization box.,0.0,0.68,Retail
9070,21,"Stone, Weaver and May",INV5232,2023-12-11,2024-01-15,2024-01-15,7792.7,Credit Card,USD,Consulting,Next it manager past water technology.,0.0,0.48,Consulting
9071,93,"White, Johnson and Cobb",INV9095,2023-04-08,2023-05-18,2023-05-26,14810.15,Credit Card,USD,Consulting,Become reason skin work raise discuss.,0.0,0.33,Healthcare
9072,97,Rasmussen-Pruitt,INV0455,2023-11-22,2023-12-17,2023-12-17,4648.75,ACH,GBP,Goods,Goal ahead knowledge with policy.,4.19,0.16,Consulting
9073,24,"Mason, Greene and Hubbard",INV1496,2024-01-24,2024-03-09,2024-03-09,4936.14,Credit Card,USD,Services,Amount prepare newspaper wide you deal opportunity.,2.68,-0.66,Retail
9074,38,Kelly-Coleman,INV9640,2023-01-20,2023-03-26,2023-03-26,11020.65,Check,USD,Services,Series pressure able order new strategy detail.,1.63,0.65,Manufacturing
9075,69,Mann-Fischer,INV1680,2023-08-29,2023-10-28,2023-10-28,9672.11,Wire Transfer,USD,Services,Forget effect increase age bed car.,0.0,0.54,IT Services
9076,21,"Stone, Weaver and May",INV8938,2023-06-06,2023-07-11,2023-07-11,5243.41,ACH,GBP,Goods,For her rate pick.,0.0,-0.5,Consulting
9077,94,"Smith, Owen and Barry",INV9063,2023-04-02,2023-05-07,2023-05-16,9304.62,Wire Transfer,USD,Goods,Either budget street on popular national study.,1.15,0.71,Manufacturing
9078,17,Gonzalez LLC,INV3911,2023-01-14,2023-02-23,2023-02-23,4156.64,Check,USD,Services,Finish article sure with song painting.,4.48,-0.36,Consulting
9079,98,"King, Clarke and Sanchez",INV0896,2023-01-21,2023-03-27,2023-03-27,8812.26,ACH,USD,Services,Act phone training interest part present crime special.,0.0,0.41,Healthcare
9080,35,"Smith, Fritz and Garcia",INV8444,2024-03-22,2024-05-06,2024-05-06,1699.31,Check,EUR,Services,National spring evening ahead discuss institution audience individual.,2.35,-0.73,Retail
9081,98,"King, Clarke and Sanchez",INV1479,2024-01-08,2024-03-03,2024-03-11,17717.24,Wire Transfer,USD,Goods,Significant father your drive discuss rock.,0.0,0.75,Healthcare
9082,63,"Wilson, Arnold and Mcclain",INV1359,2023-01-14,2023-03-15,2023-03-18,9127.71,Credit Card,GBP,Consulting,See like hard far author fact.,4.81,-0.42,Consulting
9083,44,Rose Inc,INV7426,2023-05-17,2023-06-16,2023-06-16,10201.54,Check,EUR,Goods,Will message read easy recently great.,1.4,0.03,Consulting
9084,83,Vasquez Inc,INV3080,2023-06-09,2023-07-04,2023-07-04,8919.02,Wire Transfer,USD,Goods,Protect score kid hour boy.,2.1,-0.1,Healthcare
9085,35,"Smith, Fritz and Garcia",INV4681,2023-02-16,2023-04-02,2023-04-09,6208.13,Wire Transfer,EUR,Consulting,Although door kind evening.,0.0,-0.81,Retail
9086,39,"Carpenter, Hamilton and Wood",INV7799,2023-12-20,2024-01-14,2024-01-14,3884.0,Check,USD,Consulting,Hour trip improve.,4.95,0.88,Consulting
9087,74,Wood Inc,INV5825,2023-08-30,2023-09-29,2023-09-29,6467.33,Wire Transfer,GBP,Goods,Answer opportunity rock subject.,1.1,0.09,IT Services
9088,11,"Orr, Mckinney and Meyer",INV0794,2023-02-02,2023-03-04,2023-03-06,11633.46,Wire Transfer,GBP,Goods,Kind head quite animal individual.,1.0,-0.32,Healthcare
9089,26,Martin PLC,INV7374,2023-11-30,2024-01-19,2024-01-19,3256.71,Credit Card,EUR,Goods,Not near already worry painting listen.,0.0,-0.76,Consulting
9090,8,Campbell-Oliver,INV6415,2023-12-23,2024-01-22,2024-01-22,4841.72,Credit Card,USD,Services,Car tend beat citizen yet employee discussion.,3.03,0.06,Retail
9091,54,Hawkins PLC,INV4063,2023-10-26,2023-11-20,2023-11-29,9994.01,Check,USD,Goods,Night city design be provide.,0.0,0.72,Consulting
9092,95,"Young, Lee and Pacheco",INV8590,2023-06-15,2023-08-14,2023-08-22,16714.16,Credit Card,USD,Consulting,Discover significant some let.,1.64,0.5,Manufacturing
9093,2,Lopez LLC,INV0715,2024-01-25,2024-03-05,2024-03-05,11121.52,ACH,USD,Consulting,Change machine need clearly huge.,0.0,0.54,Consulting
9094,48,"Smith, Powell and Hernandez",INV2310,2024-02-16,2024-03-12,2024-03-12,3971.6,Wire Transfer,USD,Services,Clearly claim vote cost.,4.51,0.03,Retail
9095,2,Lopez LLC,INV2663,2023-03-11,2023-04-20,2023-05-01,6021.27,Check,EUR,Goods,Citizen according paper form across.,2.49,0.31,Consulting
9096,52,Palmer Group,INV0022,2023-03-28,2023-05-02,2023-05-02,17345.08,Check,EUR,Goods,Account here field.,0.0,0.78,Manufacturing
9097,4,"Sanchez, Hopkins and Burns",INV6950,2023-08-01,2023-09-30,2023-09-30,9410.93,Wire Transfer,EUR,Services,Behind should thus.,0.0,-0.73,Consulting
9098,64,Smith PLC,INV3859,2023-07-15,2023-09-13,2023-09-13,9757.15,Credit Card,EUR,Goods,Heavy study purpose course.,3.05,-0.37,Consulting
9099,35,"Smith, Fritz and Garcia",INV8980,2023-03-20,2023-05-04,2023-05-04,1220.32,ACH,GBP,Consulting,Mind wear report certain truth.,3.88,-0.58,Retail
9100,96,Bishop and Sons,INV6689,2023-09-20,2023-10-20,2023-10-27,10815.67,Wire Transfer,USD,Goods,Car former explain but economy piece.,0.0,0.21,Manufacturing
9101,73,"Mckinney, Lloyd and Davis",INV4234,2024-03-28,2024-05-07,2024-05-07,19754.41,Credit Card,USD,Services,Near three actually.,0.0,0.22,Manufacturing
9102,41,"Garcia, Lopez and Kaufman",INV1057,2023-09-01,2023-10-26,2023-11-06,13786.94,Credit Card,USD,Services,Newspaper both look individual.,4.97,-0.29,IT Services
9103,21,"Stone, Weaver and May",INV8695,2023-11-26,2023-12-31,2023-12-31,9789.13,Check,EUR,Goods,Full the along.,1.38,-0.67,Consulting
9104,65,Mendoza-Burke,INV9142,2023-03-28,2023-05-12,2023-05-12,13331.82,ACH,USD,Goods,Author management think suggest main close return beautiful.,0.0,-0.92,Manufacturing
9105,1,Gibson-Patterson,INV8410,2023-10-12,2023-12-11,2023-12-11,19104.18,Check,GBP,Consulting,Five truth consumer child.,0.0,-0.27,Manufacturing
9106,53,Martinez and Sons,INV5647,2023-10-04,2023-11-13,2023-11-23,2244.61,Wire Transfer,USD,Services,Onto bill charge population according happen world whether.,0.0,0.29,Consulting
9107,56,"Bishop, Turner and Baker",INV2309,2023-12-26,2024-02-24,2024-02-24,6348.33,ACH,EUR,Goods,Various hot PM focus woman.,0.0,-0.26,Retail
9108,71,Villarreal-Mckenzie,INV1038,2023-04-07,2023-05-22,2023-05-22,5463.77,Credit Card,GBP,Services,Western energy hundred wind.,0.0,-0.99,Retail
9109,14,"Parker, Larson and Conway",INV9284,2023-12-14,2024-02-17,2024-02-19,10920.76,Wire Transfer,GBP,Consulting,Live official scientist statement admit.,0.0,-0.8,IT Services
9110,20,Taylor-Reyes,INV5911,2023-06-03,2023-08-02,2023-08-07,6382.49,Check,EUR,Consulting,Agreement leave stop bag find know president.,0.0,0.96,IT Services
9111,61,Cunningham-Howard,INV1706,2023-11-20,2024-01-24,2024-01-29,8609.75,Check,EUR,Services,Who happy dinner.,2.85,0.72,Healthcare
9112,70,"Knight, Wilson and Pennington",INV7201,2024-02-06,2024-03-17,2024-03-21,12306.68,Check,EUR,Consulting,Near board put policy its.,0.0,0.88,Healthcare
9113,86,Reed LLC,INV7543,2024-03-12,2024-04-06,2024-04-06,7466.42,Check,GBP,Goods,Environmental throughout director year something.,1.08,-0.66,Retail
9114,66,Whitaker and Sons,INV7865,2024-02-08,2024-04-08,2024-04-08,10175.56,Credit Card,USD,Goods,Name hot security I draw TV weight.,3.4,0.85,Manufacturing
9115,74,Wood Inc,INV2693,2023-05-28,2023-06-22,2023-06-22,13602.59,Wire Transfer,USD,Services,Option finish maybe walk.,0.0,0.69,IT Services
9116,63,"Wilson, Arnold and Mcclain",INV1848,2023-04-20,2023-06-19,2023-06-19,4460.68,Check,EUR,Goods,Send apply hour fire along once.,0.0,-0.55,Consulting
9117,56,"Bishop, Turner and Baker",INV8313,2023-04-19,2023-06-23,2023-07-03,5384.47,Wire Transfer,EUR,Services,Speak good police heavy family through believe.,2.86,-0.83,Retail
9118,92,Cortez PLC,INV4088,2023-12-06,2024-02-04,2024-02-05,7053.13,Check,GBP,Consulting,Difference perform address.,0.0,0.54,Consulting
9119,75,White-Thomas,INV6700,2023-01-31,2023-04-01,2023-04-07,11380.78,Wire Transfer,USD,Consulting,Table three political leader machine third.,4.42,0.48,Healthcare
9120,8,Campbell-Oliver,INV8600,2023-02-15,2023-03-17,2023-03-17,7401.68,ACH,GBP,Consulting,Ten participant door.,0.0,-0.56,Retail
9121,15,Gordon-Morris,INV2280,2023-02-02,2023-04-03,2023-04-03,1191.9,Wire Transfer,USD,Services,Even employee common especially unit five.,0.0,-0.1,Retail
9122,40,Nicholson Group,INV8906,2023-05-07,2023-06-06,2023-06-07,3671.42,ACH,USD,Goods,Edge hot instead culture.,2.09,0.33,Consulting
